190.7613262	0.7711460045
191.2613262	0.7709517608
191.7613262	0.7707574014
192.2613262	0.7705629261
192.7613262	0.770368335
193.2613262	0.7701736282
193.7613262	0.7699788056
194.2613262	0.7697838673
194.7613262	0.7695888132
195.2613262	0.7693936434
195.7613262	0.769198358
196.2613262	0.7690029568
196.7613262	0.76880744
197.2613262	0.7686118075
197.7613262	0.7684160594
198.2613262	0.7682201957
198.7613262	0.7680242164
199.2613262	0.7678281215
199.7613262	0.767631911
200.2613262	0.767435585
200.7613262	0.7672391434
201.2613262	0.7670425863
201.7613262	0.7668459138
202.2613262	0.7666491257
202.7613262	0.7664522222
203.2613262	0.7662552032
203.7613262	0.7660580688
204.2613262	0.7658608189
204.7613262	0.7656634537
205.2613262	0.7654659731
205.7613262	0.7652683771
206.2613262	0.7650706659
206.7613262	0.7648728392
207.2613262	0.7646748973
207.7613262	0.7644768401
208.2613262	0.7642786676
208.7613262	0.7640803799
209.2613262	0.763881977
209.7613262	0.7636834589
210.2613262	0.7634848256
210.7613262	0.7632860771
211.2613262	0.7630872134
211.7613262	0.7628882347
212.2613262	0.7626891408
212.7613262	0.7624899319
213.2613262	0.7622906079
213.7613262	0.7620911688
214.2613262	0.7618916148
214.7613262	0.7616919457
215.2613262	0.7614921617
215.7613262	0.7612922627
216.2613262	0.7610922488
216.7613262	0.7608921199
217.2613262	0.7606918762
217.7613262	0.7604915176
218.2613262	0.7602910442
218.7613262	0.760090456
219.2613262	0.7598897529
219.7613262	0.7596889351
220.2613262	0.7594880025
220.7613262	0.7592869552
221.2613262	0.7590857932
221.7613262	0.7588845165
222.2613262	0.7586831252
222.7613262	0.7584816192
223.2613262	0.7582799986
223.7613262	0.7580782634
224.2613262	0.7578764137
224.7613262	0.7576744494
225.2613262	0.7574723707
225.7613262	0.7572701774
226.2613262	0.7570678697
226.7613262	0.7568654475
227.2613262	0.756662911
227.7613262	0.75646026
228.2613262	0.7562574947
228.7613262	0.7560546151
229.2613262	0.7558516211
229.7613262	0.7556485129
230.2613262	0.7554452904
230.7613262	0.7552419537
231.2613262	0.7550385028
231.7613262	0.7548349378
232.2613262	0.7546312586
232.7613262	0.7544274652
233.2613262	0.7542235578
233.7613262	0.7540195363
234.2613262	0.7538154008
234.7613262	0.7536111513
235.2613262	0.7534067878
235.7613262	0.7532023103
236.2613262	0.752997719
236.7613262	0.7527930137
237.2613262	0.7525881946
237.7613262	0.7523832616
238.2613262	0.7521782149
238.7613262	0.7519730543
239.2613262	0.75176778
239.7613262	0.751562392
240.2613262	0.7513568903
240.7613262	0.751151275
241.2613262	0.750945546
241.7613262	0.7507397035
242.2613262	0.7505337474
242.7613262	0.7503276777
243.2613262	0.7501214945
243.7613262	0.7499151979
244.2613262	0.7497087878
244.7613262	0.7495022643
245.2613262	0.7492956275
245.7613262	0.7490888773
246.2613262	0.7488820138
246.7613262	0.748675037
247.2613262	0.7484679469
247.7613262	0.7482607437
248.2613262	0.7480534272
248.7613262	0.7478459976
249.2613262	0.7476384549
249.7613262	0.7474307991
250.2613262	0.7472230302
250.7613262	0.7470151484
251.2613262	0.7468071535
251.7613262	0.7465990457
252.2613262	0.746390825
252.7613262	0.7461824914
253.2613262	0.745974045
253.7613262	0.7457654857
254.2613262	0.7455568137
254.7613262	0.7453480289
255.2613262	0.7451391314
255.7613262	0.7449301212
256.2613262	0.7447209984
256.7613262	0.744511763
257.2613262	0.7443024151
257.7613262	0.7440929546
258.2613262	0.7438833816
258.7613262	0.7436736962
